V - Plot 0	PC - Plot 0	
-20	-7.02567	
-19.9	-6.88544	
-19.8	-6.88544	
-19.7	-6.7705	
-19.6	-6.59879	
-19.5	-6.36145	
-19.4	-6.12322	
-19.3	-5.89577	
-19.2	-5.67812	
-19.1	-5.47522	
-19	-5.29077	
-18.9	-5.14981	
-18.8	-5.14981	
-18.7	-5.00995	
-18.6	-4.84925	
-18.5	-4.67892	
-18.4	-4.53593	
-18.3	-4.43777	
-18.2	-4.3532	
-18.1	-4.24	
-18	-4.09647	
-17.9	-4.09647	
-17.8	-4.02081	
-17.7	-3.97744	
-17.6	-3.87843	
-17.5	-3.74287	
-17.4	-3.61584	
-17.3	-3.53818	
-17.2	-3.457	
-17.1	-3.38282	
-17	-3.31096	
-16.9	-3.31096	
-16.8	-3.17966	
-16.7	-3.09586	
-16.6	-3.02535	
-16.5	-2.92306	
-16.4	-2.83878	
-16.3	-2.78026	
-16.2	-2.73375	
-16.1	-2.62608	
-16	-2.54149	
-15.9	-2.54149	
-15.8	-2.44622	
-15.7	-2.3988	
-15.6	-2.3544	
-15.5	-2.28213	
-15.4	-2.21695	
-15.3	-2.24836	
-15.2	-2.27232	
-15.1	-2.24654	
-15	-2.24654	
-14.9	-2.17248	
-14.8	-2.0774	
-14.7	-2.03306	
-14.6	-1.99838	
-14.5	-1.94197	
-14.4	-1.88351	
-14.3	-1.82383	
-14.2	-1.79059	
-14.1	-1.7779	
-14	-1.7779	
-13.9	-1.73645	
-13.8	-1.68729	
-13.7	-1.62845	
-13.6	-1.55593	
-13.5	-1.49633	
-13.4	-1.45958	
-13.3	-1.42007	
-13.2	-1.42007	
-13.1	-1.35798	
-13	-1.32014	
-12.9	-1.28989	
-12.8	-1.26395	
-12.7	-1.22856	
-12.6	-1.14857	
-12.5	-1.07505	
-12.4	-1.07505	
-12.3	-1.00395	
-12.2	-0.965123	
-12.1	-0.938997	
-12	-0.916374	
-11.9	-0.91719	
-11.8	-0.935023	
-11.7	-0.950883	
-11.6	-0.950352	
-11.5	-0.950352	
-11.4	-0.941743	
-11.3	-0.897956	
-11.2	-0.850565	
-11.1	-0.812729	
-11	-0.841899	
-10.9	-0.842321	
-10.8	-0.846132	
-10.7	-0.868638	
-10.6	-0.840712	
-10.5	-0.830554	
-10.4	-0.830554	
-10.3	-0.830994	
-10.2	-0.853165	
-10.1	-0.858946	
-10	-0.840805	
-9.9	-0.782332	
-9.8	-0.748271	
-9.7	-0.748271	
-9.6	-0.754299	
-9.5	-0.773378	
-9.4	-0.785338	
-9.3	-0.814983	
-9.2	-0.859292	
-9.1	-0.855993	
-9	-0.854472	
-8.9	-0.839629	
-8.8	-0.819705	
-8.7	-0.806951	
-8.6	-0.784638	
-8.5	-0.785591	
-8.4	-0.812369	
-8.3	-0.812369	
-8.2	-0.798415	
-8.1	-0.775241	
-8	-0.74491	
-7.9	-0.699295	
-7.8	-0.650189	
-7.7	-0.625347	
-7.6	-0.618346	
-7.5	-0.616228	
-7.4	-0.650423	
-7.3	-0.650423	
-7.2	-0.695414	
-7.1	-0.687706	
-7	-0.673022	
-6.9	-0.718183	
-6.8	-0.743491	
-6.7	-0.723545	
-6.6	-0.679521	
-6.5	-0.616153	
-6.4	-0.62311	
-6.3	-0.62311	
-6.2	-0.624252	
-6.1	-0.603032	
-6	-0.587975	
-5.9	-0.584621	
-5.8	-0.567035	
-5.7	-0.550019	
-5.6	-0.534869	
