V - Plot 0	PL - Plot 0	
-20	425612	
-19.9	425328	
-19.8	420498	
-19.7	420509	
-19.6	423981	
-19.5	424266	
-19.4	419442	
-19.3	427067	
-19.2	423599	
-19.1	424717	
-19	424293	
-18.9	424787	
-18.8	428423	
-18.7	428423	
-18.6	427812	
-18.5	421499	
-18.4	424110	
-18.3	424395	
-18.2	425076	
-18.1	433361	
-18	429001	
-17.9	429001	
-17.8	426411	
-17.7	422551	
-17.6	432497	
-17.5	427967	
-17.4	428283	
-17.3	424375	
-17.2	420252	
-17.1	422103	
-17	422103	
-16.9	425256	
-16.8	418553	
-16.7	425967	
-16.6	427216	
-16.5	426826	
-16.4	426060	
-16.3	429096	
-16.2	426588	
-16.1	426645	
-16	426645	
-15.9	428173	
-15.8	427832	
-15.7	423725	
-15.6	425467	
-15.5	422660	
-15.4	422286	
-15.3	424129	
-15.2	424741	
-15.1	424660	
-15	425135	
-14.9	425135	
-14.8	424835	
-14.7	423493	
-14.6	419883	
-14.5	424563	
-14.4	426466	
-14.3	425132	
-14.2	425044	
-14.1	420742	
-14	424239	
-13.9	421230	
-13.8	421230	
-13.7	426402	
-13.6	419137	
-13.5	418710	
-13.4	421064	
-13.3	423149	
-13.2	418309	
-13.1	423302	
-13	428161	
-12.9	423285	
-12.8	426389	
-12.7	426389	
-12.6	424053	
-12.5	424134	
-12.4	425677	
-12.3	425537	
-12.2	428074	
-12.1	428363	
-12	425265	
-11.9	427220	
-11.8	423377	
-11.7	423338	
-11.6	423338	
-11.5	426625	
-11.4	426558	
-11.3	426043	
-11.2	423800	
-11.1	422968	
-11	469901	
-10.9	347627	
-10.8	347627	
-10.7	347627	
-10.6	417914	
-10.5	438667	
-10.4	427611	
-10.3	428599	
-10.2	422636	
-10.1	424813	
-10	425496	
-9.9	424812	
-9.8	424486	
-9.7	428271	
-9.6	428271	
-9.5	425206	
-9.4	421716	
-9.3	427111	
-9.2	425767	
-9.1	422093	
-9	425722	
-8.9	424541	
-8.8	424541	
-8.7	422502	
-8.6	426418	
-8.5	423720	
-8.4	425963	
-8.3	428100	
-8.2	427575	
-8.1	427827	
-8	427195	
-7.9	423295	
-7.8	423295	
-7.7	434519	
-7.6	422082	
