V - Plot 0	PC - Plot 0	
-5	0.0628126	
-4.9	0.0756605	
-4.8	0.102926	
-4.7	0.102926	
-4.6	0.13321	
-4.5	0.0810132	
-4.4	0.0108018	
-4.3	-0.0215974	
-4.2	-0.0206992	
-4.1	0.0125359	
-4	0.0433462	
-3.9	0.0539384	
-3.8	0.0460235	
-3.7	0.0579925	
-3.6	0.0579925	
-3.5	0.0579699	
-3.4	0.0089749	
-3.3	-0.0689406	
-3.2	-0.10545	
-3.1	-0.119661	
-3	-0.105981	
-2.9	-0.105981	
-2.8	-0.089493	
-2.7	-0.0742592	
-2.6	-0.0438122	
-2.5	-0.0488763	
-2.4	-0.0517729	
-2.3	-0.0743868	
-2.2	-0.0926445	
-2.1	-0.104048	
-2	-0.0971454	
-1.9	-0.0732102	
-1.8	-0.0732102	
-1.7	-0.0370743	
-1.6	-0.0254361	
-1.5	-0.0390566	
-1.4	-0.0557424	
-1.3	-0.102137	
-1.2	-0.103238	
-1.1	-0.0670992	
-1	-0.0344284	
-0.9	0.000634906	
-0.8	0.00355957	
-0.7	0.0065992	
-0.6	0.0065992	
-0.5	0.03064	
-0.4	0.0410031	
-0.3	0.0347628	
-0.2	0.0479645	
-0.1	0.023179	
0	-0.00950131	
0.1	-0.0194821	
0.2	-0.0193501	
0.3	-0.019777	
0.4	-0.0211118	
0.5	-0.0488242	
0.6	-0.0488242	
0.7	-0.0902787	
0.8	-0.109958	
0.9	-0.0863124	
1	-0.0675637	
1.1	-0.0444729	
1.2	-0.0326698	
1.3	-0.0205874	
1.4	-0.0335779	
1.5	-0.0675995	
1.6	-0.10011	
1.7	-0.0965791	
1.8	-0.0965791	
1.9	-0.0581598	
2	-0.0510658	
2.1	-0.0258194	
2.2	-0.00983412	
2.3	0.01403	
2.4	0.0414861	
2.5	0.103963	
2.6	0.118389	
2.7	0.118389	
2.8	0.110328	
2.9	0.113844	
3	0.0991695	
3.1	0.110396	
3.2	0.134538	
3.3	0.15656	
3.4	0.143385	
3.5	0.104643	
3.6	0.104643	
3.7	0.0657372	
3.8	0.0560114	
3.9	0.0832273	
4	0.102795	
4.1	0.0882863	
4.2	0.0467176	
4.3	0.0191129	
4.4	0.0046166	
4.5	0.0317579	
4.6	0.0317579	
4.7	0.0646665	
4.8	0.0673864	
4.9	0.035448	
5	0.00534427	
5.1	-0.0217446	
5.2	-0.0330514	
5.3	0.0202101	
5.4	0.0626391	
5.5	0.0626391	
5.6	0.0540362	
5.7	0.0318931	
5.8	0.015858	
5.9	0.00260331	
6	-0.00212049	
6.1	-0.0085965	
6.2	-0.0105399	
6.3	0.00788617	
6.4	0.0382912	
6.5	0.0597353	
6.6	0.0432634	
6.7	0.0432634	
6.8	0.0203826	
6.9	-0.00835254	
7	-0.0455008	
7.1	-0.061911	
7.2	-0.0498516	
7.3	-0.0749313	
7.4	-0.106211	
7.5	-0.0856877	
7.6	-0.0758473	
7.7	-0.0758473	
7.8	-0.0903176	
7.9	-0.0995744	
8	-0.105389	
8.1	-0.10203	
8.2	-0.0846562	
8.3	-0.0763893	
8.4	-0.109017	
8.5	-0.136273	
8.6	-0.155825	
8.7	-0.155825	
8.8	-0.128186	
8.9	-0.0657948	
9	-0.0211235	
9.1	-0.0129313	
9.2	-0.0138113	
9.3	0.0145391	
9.4	0.00646019	
9.5	-0.0196204	
9.6	-0.0765057	
9.7	-0.0920011	
9.8	-0.061921	
9.9	-0.061921	
10	-0.0466733	
10.1	-0.0534799	
10.2	-0.0387508	
10.3	-0.0159011	
10.4	-0.0292729	
10.5	0.00874302	
10.6	0.0525653	
10.7	0.0597864	
10.8	0.0597864	
10.9	0.0536793	
11	0.0549868	
11.1	0.0620501	
11.2	0.068038	
11.3	0.0658903	
11.4	0.0557044	
11.5	0.0656905	
11.6	0.0481274	
11.7	0.0438136	
11.8	0.0438136	
11.9	0.0110063	
12	-0.0515201	
12.1	-0.0888115	
12.2	-0.106064	
12.3	-0.071969	
12.4	-0.0389234	
12.5	-0.00405014	
12.6	-0.00405014	
12.7	0.0326987	
12.8	0.0326987	
12.9	0.0598628	
13	0.104409	
13.1	0.128362	
13.2	0.110024	
13.3	0.0648443	
13.4	0.0153816	
13.5	0.000590902	
13.6	0.000590902	
13.7	-0.0172056	
13.8	-0.0255621	
13.9	-0.0324853	
14	-0.0626324	
14.1	-0.0266034	
14.2	0.0253579	
14.3	0.0490537	
14.4	0.0262696	
14.5	0.0149544	
14.6	0.0205474	
14.7	0.0384899	
14.8	0.0384899	
14.9	0.0119169	
15	-0.0574082	
15.1	-0.122343	
15.2	-0.128808	
15.3	-0.081565	
15.4	-0.065494	
15.5	-0.041038	
15.6	-0.0237236	
15.7	-0.0384041	
15.8	-0.0384041	
15.9	-0.050391	
16	-0.0712872	
16.1	-0.0617973	
16.2	-0.0876928	
16.3	-0.10482	
16.4	-0.117969	
16.5	-0.132297	
16.6	-0.108876	
16.7	-0.0886383	
16.8	-0.0886383	
16.9	-0.100033	
17	-0.117982	
17.1	-0.107471	
17.2	-0.10254	
17.3	-0.0952055	
17.4	-0.106506	
17.5	-0.124647	
17.6	-0.0892231	
17.7	-0.0524488	
17.8	-0.0553936	
17.9	-0.0553936	
18	-0.0768116	
18.1	-0.0878744	
18.2	-0.0735732	
18.3	-0.0249879	
18.4	-0.036926	
18.5	-0.069914	
18.6	-0.103095	
18.7	-0.106062	
18.8	-0.106062	
18.9	-0.112253	
19	-0.10466	
19.1	0.00926107	
19.2	0.0181174	
19.3	-0.0164192	
19.4	-0.0289847	
19.5	-0.0088981	
19.6	0.0374097	
19.7	0.0397117	
19.8	0.0397117	
19.9	0.0372459	
20	0.0247887	
