V - Plot 0	PL - Plot 0	
-20	248232	
-19.9	248550	
-19.8	246321	
-19.7	246321	
-19.6	241678	
-19.5	244139	
-19.4	243917	
-19.3	260461	
-19.2	222810	
-19.1	238475	
-19	242576	
-18.9	239495	
-18.8	239495	
-18.7	241826	
-18.6	241176	
-18.5	245143	
-18.4	242593	
-18.3	242716	
-18.2	240961	
-18.1	240268	
-18	240268	
-17.9	243394	
-17.8	246276	
-17.7	244417	
-17.6	242214	
-17.5	241954	
-17.4	244055	
-17.3	244055	
-17.2	244572	
-17.1	244627	
-17	245617	
-16.9	248408	
-16.8	244044	
-16.7	244393	
-16.6	264647	
-16.5	222046	
-16.4	242671	
-16.3	239027	
-16.2	239027	
-16.1	244976	
-16	241717	
-15.9	239816	
-15.8	243464	
-15.7	241990	
-15.6	247596	
-15.5	245727	
-15.4	245727	
-15.3	244226	
-15.2	244625	
-15.1	247427	
-15	245838	
-14.9	243381	
-14.8	242914	
-14.7	242815	
-14.6	242639	
-14.5	243493	
-14.4	242678	
-14.3	244101	
-14.2	244101	
-14.1	239830	
-14	240976	
-13.9	240549	
-13.8	245052	
-13.7	243392	
-13.6	245936	
-13.5	241357	
-13.4	241357	
-13.3	245590	
-13.2	240403	
-13.1	241766	
-13	246368	
-12.9	241082	
-12.8	243537	
-12.7	241992	
-12.6	241874	
-12.5	241874	
-12.4	242907	
-12.3	242316	
-12.2	241071	
-12.1	242426	
-12	242047	
-11.9	244949	
-11.8	242044	
-11.7	242346	
-11.6	242105	
-11.5	242105	
-11.4	251533	
-11.3	230635	
-11.2	240498	
-11.1	243304	
-11	243478	
-10.9	244020	
-10.8	243332	
-10.7	242125	
-10.6	240960	
-10.5	243609	
-10.4	246251	
-10.3	246251	
-10.2	246969	
-10.1	248037	
-10	245721	
-9.9	245081	
-9.8	245882	
-9.7	245059	
-9.6	255637	
-9.5	232759	
-9.4	242578	
-9.3	242313	
-9.2	246094	
-9.1	246094	
-9	242297	
-8.9	244694	
-8.8	243475	
-8.7	241131	
-8.6	243315	
-8.5	240513	
-8.4	243105	
-8.3	242386	
-8.2	239112	
-8.1	239112	
-8	240685	
-7.9	239779	
-7.8	241084	
-7.7	238757	
