V - Plot 0	PL - Plot 0	
-20	102022	
-19.9	106410	
-19.8	105013	
-19.7	105154	
-19.6	105268	
-19.5	105860	
-19.4	114427	
-19.3	98597	
-19.2	105041	
-19.1	106373	
-19	105378	
-18.9	105935	
-18.8	105758	
-18.7	104557	
-18.6	105700	
-18.5	107613	
-18.4	106659	
-18.3	106517	
-18.2	107891	
-18.1	104768	
-18	107644	
-17.9	107727	
-17.8	105922	
-17.7	106339	
-17.6	105978	
-17.5	108138	
-17.4	107754	
-17.3	108522	
-17.2	108612	
-17.1	106395	
-17	107572	
-16.9	105897	
-16.8	108918	
-16.7	107866	
-16.6	104434	
-16.5	105921	
-16.4	105201	
-16.3	104967	
-16.2	104872	
-16.1	106008	
-16	106637	
-15.9	105337	
-15.8	106781	
-15.7	107215	
-15.6	105410	
-15.5	106266	
-15.4	106227	
-15.3	106444	
-15.2	107990	
-15.1	101287	
-15	106744	
-14.9	106338	
-14.8	105540	
-14.7	105480	
-14.6	105214	
-14.5	104931	
-14.4	106204	
-14.3	108379	
-14.2	108376	
-14.1	108122	
-14	105605	
-13.9	106547	
-13.8	105996	
-13.7	106626	
-13.6	106784	
-13.5	107369	
-13.4	105155	
-13.3	105969	
-13.2	104785	
-13.1	112326	
-13	100478	
-12.9	104413	
-12.8	104897	
-12.7	105401	
-12.6	105958	
-12.5	105532	
-12.4	103825	
-12.3	106024	
-12.2	104827	
-12.1	105750	
-12	106543	
-11.9	104992	
-11.8	103769	
-11.7	105349	
-11.6	103811	
-11.5	104772	
-11.4	107531	
-11.3	105696	
-11.2	105184	
-11.1	102522	
-11	106323	
-10.9	96491.1	
-10.8	103131	
-10.7	103207	
-10.6	101010	
-10.5	102468	
-10.4	101027	
-10.3	102190	
-10.2	103474	
-10.1	101669	
-10	102540	
-9.9	101575	
-9.8	103506	
-9.7	101821	
-9.6	101577	
-9.5	102937	
-9.4	99938.7	
-9.3	102924	
-9.2	100219	
-9.1	102203	
-9	101906	
-8.9	104008	
-8.8	101714	
-8.7	103906	
-8.6	103065	
-8.5	103738	
-8.4	102214	
-8.3	101262	
-8.2	104123	
-8.1	102782	
-8	102859	
-7.9	101856	
-7.8	101856	
-7.7	101247	
-7.6	103156	
-7.5	104644	
-7.4	102864	
-7.3	104456	
-7.2	102306	
-7.1	103767	
-7	102377	
-6.9	102040	
-6.8	105359	
-6.7	104376	
-6.6	101615	
-6.5	102803	
-6.4	103864	
-6.3	102692	
-6.2	102726	
-6.1	102342	
-6	102956	
-5.9	105269	
-5.8	102762	
-5.7	105505	
-5.6	104110	
-5.5	102010	
-5.4	103791	
-5.3	101308	
-5.2	102801	
-5.1	104989	
-5	101671	
-4.9	101221	
-4.8	102451	
-4.7	102872	
-4.6	102919	
-4.5	102250	
-4.4	100445	
-4.3	102160	
-4.2	102447	
-4.1	102536	
-4	100579	
-3.9	101552	
-3.8	101908	
-3.7	102849	
-3.6	102834	
-3.5	102807	
-3.4	103206	
-3.3	104385	
-3.2	101689	
-3.1	100812	
-3	100197	
-2.9	98370	
-2.8	99578.5	
-2.7	101122	
-2.6	101550	
-2.5	102649	
-2.4	102858	
-2.3	102489	
-2.2	102360	
-2.1	102582	
-2	100925	
-1.9	101281	
-1.8	101191	
-1.7	99452.2	
-1.6	101336	
-1.5	99499.9	
-1.4	100753	
-1.3	102646	
-1.2	95726.9	
-1.1	99232.3	
-1	97771.2	
-0.9	97575.7	
-0.8	99816.7	
-0.7	98345.4	
-0.6	97682.6	
-0.5	97632.1	
-0.4	98804.6	
-0.3	97743.8	
-0.2	96832	
-0.1	97639	
0	97152.9	
0.1	97634.5	
0.2	97757.6	
0.3	99165.8	
0.4	98649	
0.5	97328.2	
0.6	96368.1	
0.7	96649.8	
0.8	99437.8	
0.9	97531.2	
1	98012.5	
1.1	98631.4	
1.2	97820.3	
1.3	97337.5	
1.4	96454.4	
1.5	96303.7	
1.6	96792.9	
1.7	96814.4	
1.8	97196	
1.9	97107.6	
2	96098.3	
2.1	98779.3	
2.2	97472.3	
2.3	96692.2	
2.4	99128.3	
2.5	97929.8	
2.6	97710.9	
2.7	98972.1	
2.8	98180.1	
2.9	99092.5	
3	102805	
3.1	98572.9	
3.2	101350	
3.3	99725.5	
3.4	101566	
3.5	100813	
3.6	100047	
3.7	100994	
3.8	101149	
3.9	101261	
4	101832	
4.1	101128	
4.2	100545	
4.3	105881	
4.4	96415.3	
4.5	100835	
4.6	101544	
4.7	102554	
4.8	100868	
4.9	101125	
5	102446	
5.1	102710	
5.2	101303	
5.3	99307.7	
5.4	100587	
5.5	101292	
5.6	100635	
5.7	100513	
5.8	102533	
5.9	100570	
6	100708	
6.1	101899	
6.2	100548	
6.3	101116	
6.4	102642	
6.5	101052	
6.6	101954	
6.7	103263	
6.8	99245.2	
6.9	101428	
7	102941	
7.1	103254	
7.2	102525	
7.3	100997	
7.4	102285	
7.5	101321	
7.6	103131	
7.7	102816	
7.8	101924	
7.9	102294	
8	103165	
8.1	102289	
8.2	99699.6	
8.3	101910	
8.4	101102	
8.5	101718	
