1.192841E+5	1.311685E+5	1.450801E+5	1.517019E+5	1.372724E+5	1.310049E+5	1.535202E+5	1.357030E+5	1.265604E+5	1.478947E+5	1.267586E+5	1.248623E+5	1.354579E+5	1.278842E+5	1.277804E+5	1.287952E+5	1.213797E+5	1.183371E+5	1.205571E+5	1.156099E+5	1.384975E+5	1.302562E+5	1.200467E+5	1.250029E+5	1.209895E+5	1.217847E+5	1.301824E+5	1.171530E+5	1.189912E+5	1.334819E+5	1.281101E+5	1.239181E+5	1.273011E+5	1.468818E+5	1.229129E+5	1.165231E+5	1.130952E+5	1.180055E+5	1.238509E+5	1.180120E+5	1.209620E+5	7.882231E+4	1.174264E+5	1.104668E+5	1.128324E+5	1.144299E+5	1.091070E+5	1.118241E+5	1.166121E+5	1.138357E+5	1.110431E+5	1.159795E+5	1.096057E+5	1.012686E+5	1.056803E+5	1.074595E+5	1.392402E+5	1.247933E+5	1.053198E+5	9.597372E+4	1.029298E+5	1.022971E+5	1.040405E+5	1.099514E+5	1.011862E+5	1.060870E+5	1.133117E+5	1.201430E+5	1.508921E+5	1.041438E+5	9.485095E+4	8.740942E+4	8.851217E+4	9.853454E+4	1.059190E+5	1.172928E+5	1.160229E+5	1.222836E+5	9.412414E+4	9.191599E+4	8.979592E+4	8.300512E+4	8.514286E+4	8.382912E+4	9.293867E+4	9.562223E+4	8.946972E+4	8.672459E+4	8.773336E+4	8.700658E+4	8.343608E+4	6.923077E+4	8.324918E+4	8.161530E+4	8.505489E+4	9.996575E+4	9.280863E+4	8.356149E+4	8.360401E+4	8.500100E+4
1.192841E+5	1.297374E+5	1.417115E+5	1.542093E+5	1.345832E+5	1.318446E+5	1.534078E+5	1.339193E+5	1.285640E+5	1.428668E+5	1.274586E+5	1.292400E+5	1.357364E+5	1.278842E+5	1.290286E+5	1.270433E+5	1.208811E+5	1.203573E+5	1.205571E+5	1.350217E+5	1.386090E+5	1.248348E+5	1.209409E+5	1.247270E+5	1.209895E+5	1.230786E+5	1.276940E+5	1.139425E+5	1.206557E+5	1.334819E+5	1.267945E+5	1.284940E+5	1.215465E+5	1.476057E+5	1.256555E+5	1.167657E+5	1.138001E+5	1.215673E+5	1.215620E+5	1.161465E+5	1.178029E+5	1.122755E+5	1.128779E+5	1.104668E+5	1.142726E+5	1.126934E+5	1.104389E+5	1.087992E+5	1.155406E+5	1.119473E+5	1.110431E+5	1.157585E+5	1.121336E+5	1.028966E+5	1.052825E+5	1.096721E+5	1.395340E+5	1.268905E+5	1.003339E+5	9.912163E+4	1.029298E+5	1.022971E+5	9.942044E+4	1.080645E+5	1.021071E+5	1.060870E+5	1.118922E+5	1.185058E+5	1.797444E+5	1.024035E+5	9.485095E+4	8.930642E+4	9.025334E+4	9.956303E+4	1.052763E+5	1.190664E+5	1.116814E+5	1.222836E+5	9.530708E+4	9.191599E+4	9.044200E+4	8.969190E+4	8.513452E+4	8.684189E+4	9.153825E+4	9.797958E+4	8.946972E+4	8.462793E+4	8.994975E+4	8.397606E+4	7.774022E+4	6.923077E+4	8.003211E+4	7.774846E+4	8.325479E+4	9.996575E+4	9.136355E+4	8.230514E+4	8.400393E+4	8.448759E+4
1.194091E+5	1.283430E+5	1.428367E+5	1.484509E+5	1.345832E+5	1.376198E+5	1.525908E+5	1.431467E+5	1.306413E+5	1.444113E+5	1.256899E+5	1.276939E+5	1.370308E+5	1.318061E+5	1.314768E+5	1.269543E+5	1.214698E+5	1.186543E+5	1.217609E+5	1.347555E+5	1.417829E+5	1.266067E+5	1.230804E+5	1.186247E+5	1.222579E+5	1.270306E+5	1.274476E+5	1.167295E+5	1.206208E+5	1.340110E+5	1.289182E+5	1.253548E+5	9.995083E+4	1.427651E+5	1.288912E+5	1.178210E+5	1.135859E+5	1.235004E+5	1.250257E+5	1.250376E+5	NaN	1.221653E+5	1.173344E+5	1.117655E+5	1.136237E+5	1.108903E+5	1.110484E+5	NaN	1.157835E+5	1.132337E+5	1.093698E+5	1.238877E+5	1.155977E+5	1.073589E+5	1.050721E+5	1.295165E+5	1.431930E+5	1.267975E+5	1.049092E+5	9.686057E+4	1.016453E+5	NaN	1.019625E+5	1.008886E+5	9.925171E+4	1.053718E+5	1.083866E+5	1.100189E+5	1.048111E+5	1.002748E+5	9.252011E+4	8.575237E+4	9.089583E+4	1.007546E+5	1.066506E+5	1.186737E+5	1.161988E+5	1.359855E+5	9.385069E+4	9.172340E+4	NaN	8.732596E+4	8.528890E+4	8.263918E+4	9.029689E+4	9.707366E+4	9.349815E+4	8.521375E+4	8.835077E+4	8.394448E+4	1.000364E+5	8.012846E+4	7.974209E+4	8.112886E+4	8.102422E+4	9.956177E+4	9.860345E+4	8.121884E+4	8.377995E+4	7.925253E+4
1.227469E+5	1.283430E+5	1.443260E+5	1.463839E+5	1.347745E+5	1.376198E+5	1.531417E+5	1.509966E+5	1.304610E+5	1.392951E+5	1.259795E+5	1.290287E+5	1.490841E+5	1.398438E+5	1.359051E+5	1.258359E+5	1.213568E+5	1.166448E+5	1.193014E+5	1.437178E+5	1.313841E+5	1.316971E+5	1.227836E+5	1.304542E+5	1.338790E+5	1.477963E+5	1.679619E+5	1.262967E+5	1.242700E+5	1.459326E+5	1.350226E+5	1.177771E+5	1.286695E+5	1.450206E+5	1.306894E+5	1.214898E+5	1.291083E+5	1.241605E+5	1.381563E+5	1.321504E+5	1.244433E+5	1.311319E+5	1.269268E+5	1.223288E+5	1.158704E+5	1.180520E+5	1.140975E+5	1.171577E+5	1.189955E+5	NaN	1.134947E+5	1.290612E+5	1.293305E+5	1.272887E+5	1.374125E+5	1.028585E+5	1.381670E+5	1.178242E+5	1.081590E+5	1.073817E+5	1.092721E+5	1.011171E+5	1.013817E+5	1.056057E+5	1.001497E+5	1.030397E+5	1.004970E+5	1.024425E+5	1.104868E+5	9.783394E+4	9.248621E+4	9.162936E+4	9.533390E+4	1.091524E+5	1.073121E+5	1.200799E+5	1.132485E+5	9.713582E+4	9.771117E+4	9.202725E+4	8.843122E+4	9.158499E+4	8.762964E+4	8.849945E+4	9.268170E+4	1.029718E+5	9.147122E+4	9.132789E+4	9.588382E+4	9.375532E+4	1.000364E+5	8.540564E+4	8.685570E+4	8.008488E+4	8.300426E+4	1.117329E+5	1.140908E+5	8.661430E+4	8.115319E+4	7.536739E+4
1.254293E+5	1.326652E+5	1.407131E+5	1.469654E+5	1.359464E+5	1.327323E+5	1.487190E+5	1.509701E+5	1.481603E+5	1.304878E+5	1.280974E+5	1.326990E+5	1.463203E+5	1.412963E+5	1.360353E+5	1.439040E+5	1.235802E+5	1.166448E+5	1.251792E+5	1.437178E+5	1.435031E+5	1.304661E+5	1.251816E+5	1.215055E+5	1.307494E+5	1.554828E+5	1.657544E+5	1.402902E+5	1.367665E+5	1.383779E+5	1.287015E+5	1.174199E+5	1.214738E+5	1.477231E+5	1.551359E+5	1.327692E+5	1.193074E+5	1.166559E+5	1.295498E+5	1.492627E+5	1.190272E+5	1.296755E+5	1.355531E+5	1.223288E+5	1.244411E+5	1.275368E+5	1.173336E+5	1.159035E+5	1.148517E+5	1.311183E+5	1.207086E+5	1.389984E+5	1.297306E+5	1.384318E+5	1.427443E+5	1.101884E+5	1.230146E+5	1.120856E+5	1.202522E+5	1.192078E+5	1.242412E+5	1.087915E+5	1.063265E+5	1.051009E+5	1.022722E+5	1.048704E+5	9.931659E+4	1.044476E+5	1.120175E+5	1.020936E+5	9.353741E+4	9.271449E+4	9.570799E+4	1.012364E+5	1.088218E+5	1.014194E+5	1.055936E+5	9.713582E+4	9.839584E+4	9.179197E+4	9.153549E+4	9.233666E+4	8.824882E+4	1.061896E+5	1.022852E+5	9.663680E+4	9.636391E+4	9.581355E+4	1.061190E+5	9.619386E+4	6.945227E+4	8.652249E+4	8.685570E+4	8.050686E+4	8.605088E+4	1.098170E+5	1.095171E+5	8.240612E+4	8.574644E+4	8.235117E+4
1.369591E+5	1.360118E+5	1.436977E+5	1.390138E+5	1.300018E+5	1.323093E+5	1.402795E+5	1.437996E+5	1.273572E+5	1.282104E+5	1.288601E+5	1.308298E+5	1.390167E+5	1.406115E+5	1.360353E+5	1.120498E+5	1.317791E+5	1.192978E+5	1.282764E+5	1.567999E+5	1.322641E+5	1.281586E+5	1.252955E+5	1.232464E+5	1.293439E+5	1.352532E+5	1.364562E+5	1.421183E+5	1.391449E+5	1.412625E+5	1.285061E+5	1.157157E+5	1.193701E+5	1.351690E+5	1.732055E+5	1.310230E+5	1.193074E+5	1.189862E+5	1.273313E+5	1.115716E+5	1.225081E+5	1.294443E+5	1.276922E+5	1.172556E+5	1.244411E+5	1.362862E+5	1.199306E+5	1.158528E+5	1.110628E+5	1.281733E+5	1.176413E+5	1.257615E+5	1.166549E+5	1.546679E+5	1.427443E+5	1.137242E+5	1.069789E+5	1.114066E+5	1.202522E+5	1.316504E+5	1.324398E+5	1.120121E+5	1.080081E+5	1.011522E+5	9.616611E+4	1.019973E+5	9.931659E+4	9.828683E+4	0.000000E+0	1.020936E+5	9.531008E+4	9.291824E+4	9.127840E+4	9.772204E+4	1.061971E+5	9.542720E+4	9.544426E+4	9.518084E+4	9.599011E+4	9.212096E+4	9.160728E+4	9.282511E+4	8.832222E+4	1.070428E+5	1.051172E+5	9.694952E+4	9.390986E+4	9.749887E+4	1.115436E+5	1.057262E+5	9.027219E+4	8.639742E+4	8.821107E+4	8.296786E+4	8.289517E+4	9.573384E+4	9.253704E+4	8.240612E+4	8.199600E+4	8.397018E+4
1.157960E+5	1.474316E+5	1.440148E+5	1.318883E+5	1.295501E+5	1.384299E+5	1.366984E+5	1.369941E+5	1.325959E+5	1.308296E+5	1.253608E+5	1.279112E+5	1.249963E+5	1.319365E+5	1.282538E+5	1.218233E+5	1.221531E+5	1.175233E+5	1.222426E+5	1.409608E+5	1.234584E+5	1.273110E+5	1.249025E+5	1.289905E+5	1.249689E+5	1.231526E+5	1.236150E+5	1.421183E+5	1.387583E+5	1.330876E+5	1.260591E+5	1.250800E+5	1.204245E+5	1.360009E+5	1.636208E+5	1.250775E+5	1.186145E+5	1.185286E+5	1.214714E+5	1.157723E+5	1.206225E+5	1.274756E+5	1.269255E+5	1.215081E+5	1.331277E+5	1.341240E+5	1.271003E+5	1.150671E+5	1.062675E+5	1.177338E+5	1.131087E+5	1.175000E+5	1.259839E+5	1.679970E+5	1.418695E+5	1.469493E+5	1.157286E+5	1.100037E+5	1.685927E+5	1.279000E+5	1.172822E+5	1.194006E+5	1.185185E+5	1.000128E+5	9.949789E+4	1.019973E+5	9.902518E+4	2.281481E+5	6.638738E+4	0.000000E+0	9.531008E+4	9.112662E+4	9.399246E+4	9.246073E+4	1.007681E+5	9.248971E+4	9.105820E+4	9.231740E+4	9.697937E+4	1.030454E+5	9.192975E+4	8.988397E+4	9.040884E+4	9.773922E+4	9.538267E+4	1.000158E+5	1.031716E+5	1.030303E+5	1.128121E+5	1.030691E+5	9.664634E+4	8.639742E+4	8.442785E+4	8.377741E+4	8.333472E+4	8.132363E+4	8.238853E+4	9.977038E+4	7.896291E+4	8.210990E+4
1.255253E+5	1.390862E+5	1.413376E+5	1.316640E+5	1.340546E+5	1.327935E+5	1.315630E+5	1.315315E+5	1.282354E+5	1.307900E+5	1.262978E+5	1.239045E+5	1.249963E+5	1.280288E+5	1.437045E+5	1.240991E+5	1.266233E+5	1.202480E+5	1.308506E+5	1.300484E+5	1.231186E+5	1.273689E+5	1.317235E+5	1.363094E+5	1.274100E+5	1.246006E+5	1.236150E+5	1.291700E+5	1.262381E+5	1.256721E+5	1.258551E+5	1.215421E+5	1.225166E+5	1.344798E+5	1.529466E+5	1.258398E+5	1.159740E+5	1.172023E+5	1.193254E+5	1.150538E+5	1.186937E+5	1.229087E+5	1.207154E+5	1.182519E+5	1.261544E+5	1.276446E+5	1.214559E+5	1.142384E+5	1.095999E+5	1.138541E+5	1.173691E+5	1.195076E+5	1.348508E+5	1.461299E+5	1.516873E+5	1.021474E+5	1.308569E+5	1.243497E+5	3.314286E+4	1.119824E+5	1.067360E+5	1.450576E+5	1.281672E+5	1.060596E+5	9.787163E+4	1.018937E+5	9.707544E+4	8.288725E+4	1.004087E+5	9.556623E+4	9.788081E+4	9.124231E+4	9.713914E+4	9.525068E+4	9.429704E+4	9.267466E+4	9.506719E+4	9.350671E+4	9.438063E+4	8.239636E+4	9.402275E+4	9.494949E+4	9.224756E+4	9.259338E+4	9.538267E+4	1.006798E+5	1.260210E+5	1.357165E+5	1.109818E+5	1.042503E+5	1.015249E+5	9.524781E+4	8.470167E+4	8.111488E+4	8.060661E+4	8.248743E+4	7.800091E+4	5.556335E+4	8.365351E+4	7.752786E+4
1.266802E+5	1.508518E+5	1.597666E+5	1.376371E+5	1.331045E+5	1.295429E+5	1.290109E+5	1.311487E+5	1.250388E+5	1.253678E+5	1.242459E+5	1.239045E+5	1.285506E+5	1.279940E+5	1.300906E+5	1.314538E+5	1.307110E+5	1.337572E+5	1.313698E+5	1.277262E+5	1.247895E+5	1.283730E+5	1.507797E+5	1.490494E+5	1.360108E+5	1.437407E+5	1.357493E+5	1.271999E+5	1.197712E+5	1.148173E+5	1.221487E+5	1.196717E+5	1.220749E+5	1.249476E+5	1.355409E+5	1.207071E+5	1.111363E+5	1.263624E+5	1.180225E+5	1.189444E+5	1.186937E+5	1.125144E+5	1.144067E+5	1.112086E+5	1.193638E+5	1.334334E+5	1.299870E+5	1.142384E+5	1.115246E+5	1.172948E+5	1.495926E+5	1.251557E+5	1.320531E+5	1.461299E+5	1.440900E+5	1.223949E+5	1.198014E+5	1.116655E+5	1.162794E+5	1.105161E+5	1.002061E+5	1.474005E+5	1.221032E+5	1.035078E+5	9.627067E+4	1.037904E+5	1.000775E+5	9.628394E+4	9.840996E+4	1.016243E+5	9.871488E+4	9.544982E+4	1.022383E+5	9.739621E+4	9.781253E+4	9.865692E+4	9.446334E+4	1.042373E+5	9.788803E+4	9.680981E+4	9.607976E+4	9.552494E+4	9.599322E+4	9.411093E+4	9.993994E+4	1.111435E+5	1.276820E+5	1.570928E+5	1.040610E+5	9.779341E+4	9.556872E+4	8.492112E+4	8.479347E+4	8.111488E+4	7.713549E+4	8.033531E+4	7.958005E+4	8.971386E+4	9.694962E+4	8.148605E+4
1.290442E+5	1.508518E+5	1.744985E+5	1.412234E+5	1.329812E+5	1.303738E+5	1.291758E+5	1.365995E+5	1.247845E+5	1.253678E+5	1.318545E+5	1.219948E+5	1.270291E+5	1.257524E+5	1.300906E+5	1.327000E+5	1.310770E+5	1.334251E+5	1.348649E+5	1.185121E+5	1.226695E+5	1.305843E+5	1.528932E+5	1.441019E+5	1.339748E+5	1.491733E+5	1.420953E+5	1.244322E+5	1.200956E+5	1.237709E+5	1.251640E+5	1.148511E+5	1.211907E+5	1.209045E+5	1.291749E+5	1.172672E+5	1.176403E+5	1.174196E+5	1.180013E+5	1.180495E+5	1.171036E+5	1.125144E+5	1.131954E+5	1.155177E+5	1.193638E+5	1.312934E+5	1.222740E+5	1.134554E+5	1.104836E+5	1.202683E+5	1.214147E+5	1.112594E+5	1.078788E+5	1.293842E+5	1.276326E+5	1.169664E+5	1.150636E+5	1.047854E+5	1.210690E+5	1.202847E+5	1.037801E+5	1.291516E+5	1.149817E+5	9.523100E+4	9.648433E+4	1.063134E+5	1.004622E+5	1.008807E+5	1.096877E+5	1.021937E+5	1.007870E+5	9.776363E+4	1.076952E+5	1.001075E+5	9.817043E+4	1.062359E+5	9.857959E+4	9.503600E+4	1.030684E+5	9.569557E+4	9.607976E+4	9.320309E+4	1.039779E+5	9.435305E+4	9.834741E+4	9.189491E+4	1.134727E+5	1.134859E+5	1.094340E+5	1.125607E+5	9.308539E+4	8.760359E+4	8.479347E+4	8.165845E+4	7.713549E+4	7.609879E+4	8.108072E+4	9.377102E+4	9.694962E+4	8.022082E+4
