V - Plot 0	PL - Plot 0	
-20	325320	
-19.8	322826	
-19.6	325514	
-19.4	324600	
-19.2	325276	
-19	323905	
-18.8	324969	
-18.6	323855	
-18.4	324083	
-18.2	321936	
-18	321663	
-17.8	324116	
-17.6	323489	
-17.4	322152	
-17.2	324068	
-17	328388	
-16.8	321792	
-16.6	321861	
-16.4	324654	
-16.2	324890	
-16	324503	
-15.8	325339	
-15.6	320934	
-15.4	325082	
-15.2	324355	
-15	323446	
-14.8	326253	
-14.6	322940	
-14.4	322944	
-14.2	324912	
-14	324343	
-13.8	324348	
-13.6	324438	
-13.4	322796	
-13.2	321911	
-13	324050	
-12.8	327036	
-12.6	320273	
-12.4	323137	
-12.2	323408	
-12	322055	
-11.8	323420	
-11.6	323830	
-11.4	326336	
-11.2	317724	
-11	322704	
-10.8	323118	
-10.6	321821	
-10.4	321879	
-10.2	320094	
-10	320737	
-9.8	321657	
-9.6	321982	
-9.4	322166	
-9.2	320354	
-9	322396	
-8.8	321507	
-8.6	318844	
-8.4	318271	
-8.2	318324	
-8	315513	
-7.8	319216	
-7.6	315359	
-7.4	316580	
-7.2	315512	
-7	315351	
-6.8	316359	
-6.6	314718	
-6.4	315683	
-6.2	319769	
-6	317086	
-5.8	316456	
-5.6	317359	
-5.4	317241	
-5.2	315626	
-5	318404	
-4.8	316073	
-4.6	318235	
-4.4	321823	
-4.2	311333	
-4	318310	
-3.8	319582	
-3.6	313904	
-3.4	315630	
-3.2	317285	
-3	316937	
-2.8	317333	
-2.6	314433	
-2.4	314920	
-2.2	316553	
-2	314306	
-1.8	315201	
-1.6	315819	
-1.4	314711	
-1.2	315090	
-1	316819	
-0.8	317717	
-0.6	314330	
-0.4	315152	
-0.2	316417	
0	315248	
0.2	315386	
0.4	317236	
0.6	316285	
0.8	316299	
1	315624	
1.2	313478	
1.4	316147	
1.6	314794	
1.8	315571	
2	313279	
2.2	316450	
2.4	312633	
2.6	314687	
2.8	315705	
3	313813	
3.2	313393	
3.4	312956	
3.6	314385	
3.8	314963	
4	313543	
4.2	315456	
4.4	315651	
4.6	321391	
4.8	310185	
5	312612	
5.2	315118	
5.4	314572	
5.6	316189	
5.8	315831	
6	314252	
6.2	316042	
6.4	313905	
6.6	314185	
6.8	313569	
7	315466	
7.2	315415	
7.4	316199	
7.6	315957	
7.8	322586	
8	310091	
8.2	316016	
8.4	314395	
8.6	316290	
8.8	315716	
9	317225	
9.2	317229	
9.4	314974	
9.6	317504	
9.8	317347	
10	314053	
10.2	316609	
10.4	318579	
10.6	317860	
10.8	316958	
11	322114	
11.2	313455	
11.4	316991	
11.6	317294	
11.8	315887	
12	317681	
12.2	317054	
12.4	316415	
12.6	321427	
12.8	319881	
13	313656	
13.2	318529	
13.4	318779	
13.6	319683	
13.8	319641	
14	319200	
14.2	320595	
14.4	323292	
14.6	321542	
14.8	320117	
15	321979	
15.2	322814	
15.4	323875	
15.6	323206	
15.8	323365	
16	322861	
16.2	322355	
16.4	323485	
16.6	326242	
16.8	314630	
17	327643	
17.2	323214	
17.4	320612	
17.6	318639	
17.8	322946	
18	323329	
18.2	323943	
18.4	322508	
18.6	322897	
18.8	325518	
19	324021	
19.2	323931	
19.4	324410	
19.6	323612	
19.8	323531	
20	325654	
