V - Plot 0	PL - Plot 0	
-20	379937	
-19.8	380112	
-19.6	380275	
-19.4	380329	
-19.2	381643	
-19	381630	
-18.8	379670	
-18.6	380018	
-18.4	382622	
-18.2	381654	
-18	381637	
-17.8	381813	
-17.6	381586	
-17.4	381276	
-17.2	381775	
-17	381479	
-16.8	382371	
-16.6	380741	
-16.4	379767	
-16.2	380290	
-16	393306	
-15.8	372577	
-15.6	382254	
-15.4	379625	
-15.2	380448	
-15	381775	
-14.8	378174	
-14.6	379231	
-14.4	379049	
-14.2	377442	
-14	378128	
-13.8	379231	
-13.6	378516	
-13.4	379949	
-13.2	380481	
-13	379148	
-12.8	377966	
-12.6	379109	
-12.4	379791	
-12.2	381174	
-12	376540	
-11.8	378327	
-11.6	377462	
-11.4	378172	
-11.2	378184	
-11	376955	
-10.8	378979	
-10.6	378269	
-10.4	378396	
-10.2	377568	
-10	377335	
-9.8	383913	
-9.6	371868	
-9.4	376086	
-9.2	376542	
-9	375367	
-8.8	369555	
-8.6	383777	
-8.4	376633	
-8.2	375342	
-8	375223	
-7.8	374458	
-7.6	378571	
-7.4	377312	
-7.2	376234	
-7	377637	
-6.8	377116	
-6.6	375942	
-6.4	383545	
-6.2	367382	
-6	365400	
-5.8	386283	
-5.6	375837	
-5.4	376641	
-5.2	376981	
-5	376505	
-4.8	375785	
-4.6	377481	
-4.4	374647	
-4.2	374916	
-4	374532	
-3.8	373604	
-3.6	373893	
-3.4	372409	
-3.2	374736	
-3	374928	
-2.8	373814	
-2.6	372979	
-2.4	375720	
-2.2	373077	
-2	375502	
-1.8	374349	
-1.6	372427	
-1.4	374250	
-1.2	373390	
-1	373415	
-0.8	372280	
-0.6	373343	
-0.4	373076	
-0.2	376064	
0	372553	
0.2	373150	
0.4	373179	
0.6	373929	
0.8	373702	
1	373434	
1.2	373970	
1.4	371304	
1.6	375014	
1.8	372155	
2	371819	
2.2	371657	
2.4	373927	
2.6	373761	
2.8	372975	
3	374096	
3.2	373919	
3.4	374546	
3.6	374689	
3.8	375359	
4	376663	
4.2	376118	
4.4	374310	
4.6	376532	
4.8	374840	
5	374257	
5.2	374108	
5.4	375642	
5.6	374211	
5.8	375575	
6	377883	
6.2	378992	
6.4	374315	
6.6	376146	
6.8	375763	
7	375919	
7.2	373219	
7.4	377622	
7.6	374240	
7.8	375301	
8	376039	
8.2	375618	
8.4	375964	
8.6	376362	
8.8	380050	
9	376959	
9.2	373307	
9.4	377148	
9.6	376965	
9.8	376661	
10	376119	
10.2	377388	
10.4	377258	
10.6	376889	
10.8	377923	
11	377459	
11.2	378143	
11.4	379260	
11.6	394037	
11.8	361335	
12	377655	
12.2	377290	
12.4	376763	
12.6	378139	
12.8	377799	
13	377898	
13.2	377765	
13.4	379344	
13.6	377722	
13.8	376982	
14	377950	
14.2	377433	
14.4	380892	
14.6	379268	
14.8	379131	
15	378795	
15.2	379844	
15.4	378183	
15.6	378060	
15.8	376845	
16	379172	
16.2	384545	
16.4	373032	
16.6	377288	
16.8	379266	
17	382215	
17.2	373527	
17.4	376397	
17.6	377966	
17.8	378661	
18	377275	
18.2	378704	
18.4	371359	
18.6	385540	
18.8	378850	
19	380250	
19.2	375140	
19.4	379825	
19.6	380186	
19.8	379656	
20	378081	
