V - Plot 0	PL - Plot 0	
-20	236742	
-19.8	240835	
-19.6	234645	
-19.4	237463	
-19.2	239548	
-19	239252	
-18.8	237328	
-18.6	236904	
-18.4	236862	
-18.2	236894	
-18	233765	
-17.8	234745	
-17.6	234717	
-17.4	235100	
-17.2	235771	
-17	236909	
-16.8	236090	
-16.6	233768	
-16.4	234232	
-16.2	235245	
-16	237903	
-15.8	236967	
-15.6	238618	
-15.4	238040	
-15.2	237894	
-15	237485	
-14.8	237173	
-14.6	238596	
-14.4	239462	
-14.2	238240	
-14	237972	
-13.8	239923	
-13.6	239699	
-13.4	239742	
-13.2	238859	
-13	239451	
-12.8	238174	
-12.6	237287	
-12.4	239708	
-12.2	238568	
-12	239904	
-11.8	238501	
-11.6	238636	
-11.4	236349	
-11.2	239151	
-11	235342	
-10.8	242452	
-10.6	232818	
-10.4	238175	
-10.2	237223	
-10	235197	
-9.8	234491	
-9.6	237090	
-9.4	236803	
-9.2	235678	
-9	233815	
-8.8	236380	
-8.6	237574	
-8.4	236346	
-8.2	234053	
-8	236238	
-7.8	235193	
-7.6	235826	
-7.4	234957	
-7.2	236528	
-7	235884	
-6.8	234641	
-6.6	239242	
-6.4	238510	
-6.2	234744	
-6	235781	
-5.8	236669	
-5.6	236373	
-5.4	236659	
-5.2	242420	
-5	229380	
-4.8	244733	
-4.6	224450	
-4.4	234304	
-4.2	233240	
-4	232296	
-3.8	233963	
-3.6	232249	
-3.4	234623	
-3.2	233330	
-3	232814	
-2.8	234885	
-2.6	235565	
-2.4	235503	
-2.2	232083	
-2	233913	
-1.8	234948	
-1.6	234764	
-1.4	233720	
-1.2	234997	
-1	237292	
-0.8	235940	
-0.6	235673	
-0.4	238540	
-0.2	239537	
0	238744	
0.2	239567	
0.4	237957	
0.6	239195	
0.8	237984	
1	238997	
1.2	239476	
1.4	239170	
1.6	239168	
1.8	240314	
2	238636	
2.2	237520	
2.4	237491	
2.6	236410	
2.8	236899	
3	236486	
3.2	239102	
3.4	234390	
3.6	237376	
3.8	238442	
4	240936	
4.2	239954	
4.4	241207	
4.6	240248	
4.8	236764	
5	234991	
5.2	234493	
5.4	235978	
5.6	236568	
5.8	237598	
6	238429	
6.2	239223	
6.4	245911	
6.6	233302	
6.8	230725	
7	247069	
7.2	238195	
7.4	239020	
7.6	238653	
7.8	238265	
8	237507	
8.2	237190	
8.4	239523	
8.6	238561	
8.8	237668	
9	236743	
9.2	235999	
9.4	237961	
9.6	237993	
9.8	237013	
10	235369	
10.2	234612	
10.4	231883	
10.6	231957	
10.8	239132	
11	227976	
11.2	233004	
11.4	232842	
11.6	237137	
11.8	237539	
12	236505	
12.2	235700	
12.4	236818	
12.6	235321	
12.8	235830	
13	237073	
13.2	237023	
13.4	235072	
13.6	235646	
13.8	237262	
14	236335	
14.2	235188	
14.4	234595	
14.6	241112	
14.8	230457	
15	237350	
15.2	236266	
15.4	235421	
15.6	236111	
15.8	233915	
16	235703	
16.2	238776	
16.4	235492	
16.6	238155	
16.8	236887	
17	237735	
17.2	237526	
17.4	238361	
17.6	239168	
17.8	237976	
18	239551	
18.2	238151	
18.4	236463	
18.6	236443	
18.8	233810	
19	234608	
19.2	235557	
19.4	233325	
19.6	233088	
19.8	234808	
20	230756	
