Freqency (MHz) - Plot 0	PL - Plot 0	
2820.000	60039.5	
2821.000	59747.5	
2822.000	51525.3	
2823.000	59806	
2824.000	59734.9	
2825.000	59904.3	
2826.000	60349.8	
2827.000	58926.8	
2828.000	58787.9	
2829.000	60961.9	
2830.000	58813.4	
2831.000	58540.6	
2832.000	59335	
2833.000	58632.2	
2834.000	58722.7	
2835.000	58597.7	
2836.000	59075	
2837.000	58663.3	
2838.000	59007.8	
2839.000	59184.4	
2840.000	58208.6	
2841.000	58662.1	
2842.000	58024	
2843.000	57751.4	
2844.000	57838	
2845.000	56934.4	
2846.000	57461.1	
2847.000	58412.9	
2848.000	55952.6	
2849.000	56497.5	
2850.000	57938.9	
2851.000	56262.4	
2852.000	56634.9	
2853.000	56526	
2854.000	56134.8	
2855.000	56200.7	
2856.000	56033.9	
2857.000	56194.3	
2858.000	56357.2	
2859.000	55906.1	
2860.000	55138.6	
2861.000	55223.3	
2862.000	55201.4	
2863.000	54766.3	
2864.000	55210.6	
2865.000	54080.5	
2866.000	54174.4	
2867.000	54311.2	
2868.000	53675.2	
2869.000	53639.7	
2870.000	52943	
2871.000	53784.9	
2872.000	53494.9	
2873.000	53914.7	
2874.000	54404	
2875.000	53730.8	
2876.000	54339.1	
2877.000	55266.7	
2878.000	54143.5	
2879.000	54720	
2880.000	55593.8	
2881.000	55265.2	
2882.000	55025.2	
2883.000	55389.2	
2884.000	54967.3	
2885.000	54937.9	
2886.000	55452.8	
2887.000	55307.5	
2888.000	55795.6	
2889.000	56921.1	
2890.000	56036.1	
2891.000	55168.5	
2892.000	55482.9	
2893.000	56076.1	
2894.000	55135.3	
2895.000	57781.5	
2896.000	55481.9	
2897.000	55898.6	
2898.000	55326.6	
2899.000	55273	
2900.000	54954.2	
2901.000	55739.3	
2902.000	54760.4	
2903.000	54965.5	
2904.000	54935.1	
2905.000	54570.7	
2906.000	54468	
2907.000	54732.3	
2908.000	54528.5	
2909.000	54441.2	
2910.000	54813	
2911.000	54523.5	
2912.000	54004	
2913.000	54320.5	
2914.000	54342.7	
2915.000	53914.9	
2916.000	54136.7	
2917.000	54401.3	
2918.000	54332.1	
2919.000	54292.2	
2920.000	53850.5	
