V - Plot 0	PC - Plot 0	
14.9	2.4903	
15	2.48361	
15.1	2.51761	
15.2	2.57313	
15.3	2.63411	
15.4	2.67549	
15.5	2.70688	
15.6	2.66246	
15.7	2.64963	
15.8	2.64963	
15.9	2.69143	
16	2.71608	
16.1	2.66729	
16.2	2.65685	
16.3	2.68404	
16.4	2.75451	
16.5	2.79432	
16.6	2.85696	
16.7	2.91879	
16.8	2.94156	
16.9	2.94156	
17	2.96949	
17.1	2.95771	
17.2	2.94587	
17.3	2.96407	
17.4	2.97536	
17.5	3.00629	
17.6	3.05994	
17.7	3.13654	
17.8	3.17899	
17.9	3.17899	
18	3.25991	
18.1	3.40058	
18.2	3.5155	
18.3	3.59345	
18.4	3.61458	
18.5	3.6356	
18.6	3.68876	
18.7	3.73472	
18.8	3.73472	
18.9	3.78664	
19	3.86418	
19.1	3.94269	
19.2	4.03504	
19.3	4.18889	
19.4	4.36757	
19.5	4.4669	
19.6	4.55779	
19.7	4.70663	
19.8	4.70663	
19.9	4.82452	
20	4.93125	
