V - Plot 0	PC - Plot 0	
2.1	0.136853	
2.2	0.130921	
2.3	0.127236	
2.4	0.129942	
2.5	0.0940848	
2.6	0.0448037	
2.7	0.0512559	
2.8	0.0512559	
2.9	0.100085	
3	0.11032	
3.1	0.102614	
3.2	0.107562	
3.3	0.139657	
3.4	0.176629	
3.5	0.204473	
3.6	0.19343	
3.7	0.180353	
3.8	0.172567	
3.9	0.172567	
4	0.165547	
4.1	0.124264	
4.2	0.0810203	
4.3	0.0636927	
4.4	0.0647942	
4.5	0.0630674	
4.6	0.0566393	
4.7	0.0694146	
4.8	0.0903224	
4.9	0.0903224	
5	0.106373	
5.1	0.0920309	
5.2	0.0794847	
5.3	0.0923215	
5.4	0.128774	
5.5	0.130801	
5.6	0.0932146	
5.7	0.0639966	
5.8	0.0639966	
5.9	0.0693286	
6	0.15909	
6.1	0.268952	
6.2	0.294043	
6.3	0.268227	
6.4	0.250132	
6.5	0.222012	
6.6	0.156572	
6.7	0.156572	
6.8	0.092916	
6.9	0.0915537	
7	0.103189	
7.1	0.0772433	
7.2	0.0799956	
7.3	0.0507913	
7.4	0.033218	
7.5	0.0683791	
7.6	0.0772168	
7.7	0.0772168	
7.8	0.0925859	
7.9	0.0925859	
8	0.12985	
8.1	0.140741	
8.2	0.136762	
8.3	0.144078	
8.4	0.175639	
8.5	0.207415	
8.6	0.215516	
8.7	0.228023	
8.8	0.278674	
8.9	0.340357	
9	0.340357	
9.1	0.343025	
9.2	0.332732	
9.3	0.334382	
9.4	0.372626	
9.5	0.40636	
9.6	0.388131	
9.7	0.363713	
9.8	0.382513	
9.9	0.433284	
10	0.448468	
10.1	0.448468	
10.2	0.435171	
10.3	0.478768	
10.4	0.496423	
10.5	0.503318	
10.6	0.501038	
10.7	0.510971	
10.8	0.523681	
10.9	0.523681	
11	0.562358	
11.1	0.540171	
11.2	0.49641	
11.3	0.48737	
11.4	0.567085	
11.5	0.547828	
11.6	0.494528	
11.7	0.498932	
11.8	0.526891	
11.9	0.526891	
12	0.587947	
12.1	0.623617	
12.2	0.604733	
12.3	0.551738	
12.4	0.512924	
12.5	0.503038	
12.6	0.507805	
12.7	0.535842	
12.8	0.535842	
12.9	0.616404	
13	0.616404	
13.1	0.627788	
13.2	0.58718	
13.3	0.556298	
13.4	0.56065	
13.5	0.567063	
13.6	0.563268	
13.7	0.541866	
13.8	0.536117	
13.9	0.573922	
14	0.594036	
14.1	0.594036	
14.2	0.556137	
14.3	0.549931	
14.4	0.564392	
14.5	0.55853	
14.6	0.506413	
14.7	0.49064	
14.8	0.517807	
14.9	0.517807	
15	0.599232	
15.1	0.642748	
15.2	0.652873	
15.3	0.662637	
15.4	0.672479	
15.5	0.691476	
15.6	0.709278	
15.7	0.715694	
15.8	0.742399	
15.9	0.794187	
16	0.794187	
16.1	0.844683	
16.2	0.905441	
16.3	0.918328	
16.4	0.890953	
16.5	0.854433	
16.6	0.822752	
16.7	0.838967	
16.8	0.837342	
16.9	0.849169	
17	0.849169	
17.1	0.850223	
17.2	0.876988	
17.3	0.909304	
17.4	0.921858	
17.5	0.943618	
17.6	0.959087	
17.7	0.921774	
17.8	0.883558	
17.9	0.887638	
18	0.950139	
18.1	1.00181	
18.2	1.00181	
18.3	1.03746	
18.4	1.05655	
18.5	1.07151	
18.6	1.05048	
18.7	1.05646	
18.8	1.09704	
18.9	1.17673	
19	1.2292	
19.1	1.16921	
19.2	1.16921	
19.3	1.10004	
19.4	1.09368	
19.5	1.11288	
19.6	1.14211	
19.7	1.16874	
19.8	1.18504	
19.9	1.20177	
20	1.23915	
