V - Plot 0	PL - Plot 0	
-20	275714	
-19.9	276503	
-19.8	274002	
-19.7	274002	
-19.6	275035	
-19.5	275275	
-19.4	271894	
-19.3	275239	
-19.2	273283	
-19.1	271156	
-19	273819	
-18.9	272444	
-18.8	271296	
-18.7	271296	
-18.6	271907	
-18.5	269706	
-18.4	271324	
-18.3	273097	
-18.2	275191	
-18.1	274061	
-18	275561	
-17.9	276879	
-17.8	279571	
-17.7	273991	
-17.6	273991	
-17.5	277607	
-17.4	275449	
-17.3	273367	
-17.2	273381	
-17.1	273371	
-17	271335	
-16.9	273068	
-16.8	276519	
-16.7	273144	
-16.6	273144	
-16.5	274457	
-16.4	275685	
-16.3	273944	
-16.2	272383	
-16.1	272390	
-16	272110	
-15.9	273266	
-15.8	273266	
-15.7	274498	
-15.6	272095	
-15.5	277300	
-15.4	278303	
-15.3	273726	
-15.2	276539	
-15.1	279004	
-15	279004	
-14.9	280233	
-14.8	281214	
-14.7	274695	
-14.6	276391	
-14.5	275797	
-14.4	279186	
-14.3	275279	
-14.2	281280	
-14.1	277914	
-14	271777	
-13.9	271777	
-13.8	280177	
-13.7	276636	
-13.6	277219	
-13.5	294081	
-13.4	261461	
-13.3	278855	
-13.2	276924	
-13.1	275103	
-13	275128	
-12.9	275128	
-12.8	272648	
-12.7	276625	
-12.6	273371	
-12.5	275185	
-12.4	274038	
-12.3	280452	
-12.2	285418	
-12.1	263749	
-12	263749	
-11.9	278781	
-11.8	275590	
-11.7	278376	
-11.6	279204	
-11.5	277368	
-11.4	277552	
-11.3	283113	
-11.2	277629	
-11.1	277629	
-11	292726	
-10.9	250797	
-10.8	274077	
-10.7	274559	
-10.6	276243	
-10.5	273950	
-10.4	273392	
-10.3	276439	
-10.2	275930	
-10.1	278098	
-10	271918	
-9.9	278975	
-9.8	278975	
-9.7	265124	
-9.6	275030	
-9.5	274040	
-9.4	271811	
-9.3	271981	
-9.2	274873	
-9.1	273685	
-9	282615	
-8.9	263075	
-8.8	263075	
-8.7	268121	
-8.6	270911	
-8.5	270424	
-8.4	270618	
-8.3	268562	
-8.2	270780	
-8.1	269779	
-8	274616	
-7.9	267410	
-7.8	269547	
-7.7	269636	
-7.6	269636	
-7.5	270240	
-7.4	268222	
-7.3	270486	
-7.2	268584	
-7.1	266824	
-7	267708	
-6.9	266719	
-6.8	267116	
-6.7	267116	
-6.6	270488	
-6.5	267355	
-6.4	269562	
-6.3	271304	
-6.2	267717	
-6.1	272710	
-6	265816	
-5.9	267518	
-5.8	266352	
-5.7	266352	
-5.6	268314	
-5.5	267362	
-5.4	267844	
-5.3	269583	
-5.2	271201	
-5.1	269171	
-5	273235	
-4.9	270375	
-4.8	270375	
-4.7	270392	
-4.6	269684	
-4.5	268089	
-4.4	282244	
-4.3	261344	
-4.2	269564	
