V - Plot 0	PL - Plot 0	
10.9	28041.3	
11	27347.6	
11.1	27770.7	
11.2	27894.9	
11.3	27707.9	
11.4	28983.7	
11.5	27343	
11.6	28077.8	
11.7	28138	
11.8	28907.5	
11.9	28907.5	
12	28749	
12.1	28122.6	
12.2	28414.3	
12.3	27146.4	
12.4	27462.1	
12.5	29954.2	
12.6	25973.2	
12.7	28688.1	
12.8	28688.1	
12.9	27640.6	
13	27476	
13.1	27897	
13.2	27445.2	
13.3	27900.2	
13.4	28499	
13.5	27613.1	
13.6	27613.1	
13.7	28301.8	
13.8	27802.1	
13.9	27208	
14	29043.4	
14.1	27909.3	
14.2	28299.6	
14.3	27927.9	
14.4	27736.8	
14.5	27578.5	
14.6	27578.5	
14.7	27999.8	
14.8	27983.4	
14.9	27296.7	
15	28620.1	
15.1	26680.5	
15.2	28399.7	
15.3	28574	
15.4	28590.6	
15.5	29005.5	
15.6	29005.5	
15.7	28699.1	
15.8	27942.8	
15.9	28377.2	
16	28848.2	
16.1	27512.6	
16.2	28015.1	
16.3	28794.1	
16.4	27752.3	
16.5	27752.3	
16.6	28973.1	
16.7	28890.7	
16.8	28072	
16.9	28552.8	
17	28137.1	
17.1	29231.1	
17.2	29900.3	
17.3	26697.5	
17.4	28410.8	
17.5	28112.9	
17.6	29218.7	
17.7	29218.7	
17.8	28894.7	
17.9	28635.3	
18	29043	
18.1	29225.8	
18.2	28840.4	
18.3	28540.5	
18.4	29926.6	
18.5	28970.9	
18.6	28970.9	
18.7	29900.6	
18.8	28095.2	
18.9	28355.9	
19	28870.4	
19.1	28388.4	
19.2	29125.9	
19.3	29125.9	
19.4	29391.3	
19.5	27778.6	
19.6	28415	
19.7	29183.7	
19.8	29390.8	
19.9	29054.3	
20	28180.7	
