V - Plot 0	PL - Plot 0	
-20	93871.7	
-19.9	86330.3	
-19.8	86330.3	
-19.7	89974.6	
-19.6	90616.3	
-19.5	93287.4	
-19.4	91403.8	
-19.3	89499	
-19.2	93298.6	
-19.1	91231	
-19	91387.7	
-18.9	93416.7	
-18.8	93416.7	
-18.7	92274.5	
-18.6	91064	
-18.5	91932.2	
-18.4	90680	
-18.3	91512.2	
-18.2	91579.2	
-18.1	91405.2	
-18	91887.6	
-17.9	90359.2	
-17.8	91909.7	
-17.7	91319.5	
-17.6	91319.5	
-17.5	90687.4	
-17.4	90295.7	
-17.3	89932	
-17.2	90774.3	
-17.1	92083.8	
-17	91482.4	
-16.9	89723.1	
-16.8	89723.1	
-16.7	91869.3	
-16.6	90489.7	
-16.5	91949	
-16.4	93285.7	
-16.3	89918.8	
-16.2	90701.7	
-16.1	93571.7	
-16	91205.8	
-15.9	90550	
-15.8	91353.7	
-15.7	91353.7	
-15.6	91694	
-15.5	91964.7	
-15.4	90516.8	
-15.3	91411.1	
-15.2	91632.3	
-15.1	92178.6	
-15	92116.2	
-14.9	90705.7	
-14.8	92288.9	
-14.7	89300.5	
-14.6	89300.5	
-14.5	92595.7	
-14.4	90700.1	
-14.3	90590.5	
-14.2	91444.2	
-14.1	91480.3	
-14	90945.5	
-13.9	91200.2	
-13.8	90982.5	
-13.7	92592.3	
-13.6	90138.8	
-13.5	90805	
-13.4	90805	
-13.3	93114.8	
-13.2	92073.6	
-13.1	90390.7	
-13	92631.5	
-12.9	86835.3	
-12.8	86835.3	
-12.7	91007.1	
-12.6	89486.5	
-12.5	89649.8	
-12.4	89634.2	
-12.3	91590.8	
-12.2	90355.9	
-12.1	91812.6	
-12	91425.2	
-11.9	92464.4	
-11.8	92464.4	
-11.7	92807.5	
-11.6	90944.4	
-11.5	91054.6	
-11.4	89802.5	
-11.3	89541.1	
-11.2	88670.3	
-11.1	92045.8	
-11	91577	
-10.9	91577	
-10.8	90317.9	
-10.7	91462.3	
-10.6	91017.1	
-10.5	98429.9	
-10.4	85333	
-10.3	91041.9	
-10.2	92104.5	
-10.1	89942.5	
-10	88991.1	
-9.9	88991.1	
-9.8	91387.8	
-9.7	90292.4	
-9.6	91657.6	
-9.5	91578.3	
-9.4	92889.1	
-9.3	90259.7	
-9.2	90153.2	
-9.1	91358.3	
-9	91623.8	
-8.9	90946.6	
-8.8	90946.6	
-8.7	89726.1	
-8.6	90758.9	
-8.5	91954.5	
-8.4	92274.7	
-8.3	89756.2	
-8.2	90515.6	
-8.1	90684.4	
-8	91848.7	
-7.9	90524.8	
-7.8	90587.2	
-7.7	90587.2	
-7.6	90272.6	
-7.5	89458.1	
-7.4	90144.9	
-7.3	89629.6	
-7.2	90859.4	
-7.1	91641.2	
-7	89802.6	
-6.9	90960.8	
-6.8	89266.7	
-6.7	89266.7	
-6.6	90897.2	
-6.5	91000.2	
-6.4	90466.3	
-6.3	89266.6	
-6.2	96613.8	
-6.1	86014.8	
-6	90409.6	
-5.9	92489.8	
-5.8	91588.9	
-5.7	91826.2	
-5.6	91826.2	
-5.5	90903.2	
-5.4	90688.6	
-5.3	90891.6	
-5.2	90637.6	
-5.1	91199.2	
-5	91475.7	
-4.9	92131.4	
-4.8	91518.6	
-4.7	91518.6	
-4.6	91429.3	
-4.5	93318.3	
-4.4	92792.2	
-4.3	89937.3	
-4.2	89984.9	
-4.1	89312.4	
-4	92542	
-3.9	90780.4	
-3.8	98346.6	
-3.7	98346.6	
-3.6	86080.4	
-3.5	89705.4	
-3.4	89994.5	
-3.3	91889.6	
-3.2	89668.4	
-3.1	91011.4	
-3	90226.9	
-2.9	90128.9	
-2.8	90128.9	
-2.7	88219.7	
-2.6	87990	
-2.5	88686.9	
-2.4	88259.1	
-2.3	89196.6	
-2.2	89712.9	
-2.1	89300.5	
-2	87615.6	
-1.9	88485	
-1.8	88485	
-1.7	89700.3	
-1.6	91347.2	
-1.5	87588.7	
-1.4	87974.1	
-1.3	89803.5	
-1.2	89741.5	
-1.1	88800.6	
-1	89162.3	
-0.9	89442.2	
-0.8	89767.8	
-0.7	89767.8	
