V - Plot 0	PL - Plot 0	
-20	90240.6	
-19.9	91292.1	
-19.8	91292.1	
-19.7	92478.7	
-19.6	91983.3	
-19.5	89989.1	
-19.4	89758.5	
-19.3	90239.5	
-19.2	90507.9	
-19.1	91816.4	
-19	91343.5	
-18.9	92163	
-18.8	92092.3	
-18.7	88512.6	
-18.6	91910.8	
-18.5	91910.8	
-18.4	90913.7	
-18.3	91687.9	
-18.2	90796.5	
-18.1	90371.7	
-18	91791.2	
-17.9	92212.9	
-17.8	91729.3	
-17.7	90746.2	
-17.6	90746.2	
-17.5	95862.8	
-17.4	87627.2	
-17.3	89960.5	
-17.2	89062.2	
-17.1	90718	
-17	90039.5	
-16.9	90775.2	
-16.8	91940.6	
-16.7	91940.6	
-16.6	90177.1	
-16.5	90805	
-16.4	92059.6	
-16.3	91045.9	
-16.2	90082.6	
-16.1	90987.4	
-16	89477.1	
-15.9	90598.4	
-15.8	91837.5	
-15.7	88449.8	
-15.6	88449.8	
-15.5	91385.1	
-15.4	91256.7	
-15.3	90319.1	
-15.2	91057.8	
-15.1	91164.1	
-15	89370.2	
-14.9	89370.2	
-14.8	90799.6	
-14.7	88500.4	
-14.6	89999.5	
-14.5	90640.1	
-14.4	89884.7	
-14.3	90483	
-14.2	90760.7	
-14.1	90760.7	
-14	90276.4	
-13.9	90277.9	
-13.8	90869.5	
-13.7	90549.7	
-13.6	91976.6	
-13.5	89633.4	
-13.4	91068.5	
-13.3	91068.5	
-13.2	91132.1	
-13.1	89315.4	
-13	96605.4	
-12.9	84929.8	
-12.8	90591.9	
-12.7	89972.1	
-12.6	89972.1	
-12.5	88987.6	
-12.4	90267.3	
-12.3	91118.3	
-12.2	92877	
-12.1	88723.2	
-12	89804.1	
-11.9	89593.1	
-11.8	92035.8	
-11.7	92035.8	
-11.6	90782.8	
-11.5	90777.6	
-11.4	90081.1	
-11.3	90944.3	
-11.2	90750.8	
-11.1	90072.3	
-11	89113.6	
-10.9	89113.6	
-10.8	90897.4	
-10.7	89557.9	
-10.6	89222.3	
-10.5	89044.8	
-10.4	88719.7	
-10.3	89783.9	
-10.2	90795	
-10.1	90457.6	
-10	89823.8	
-9.9	88581.1	
-9.8	88856.8	
-9.7	88856.8	
-9.6	92587.3	
-9.5	89613.7	
-9.4	90577.5	
-9.3	89610.7	
-9.2	88514	
-9.1	89214.5	
-9	88969.5	
-8.9	90943.5	
-8.8	89069.4	
-8.7	89862.9	
-8.6	91165.5	
-8.5	91165.5	
-8.4	91057.5	
-8.3	88719.4	
-8.2	89414.5	
-8.1	88532.9	
-8	88440.8	
-7.9	89067.1	
-7.8	89235.8	
-7.7	90212.9	
-7.6	90559.4	
-7.5	90559.4	
-7.4	89084.7	
-7.3	89240.7	
-7.2	90960.4	
-7.1	89721.8	
-7	90698	
-6.9	89830.5	
