V - Plot 0	PL - Plot 0	
-20	90899.7	
-19.9	90660	
-19.8	91499.7	
-19.7	91499.7	
-19.6	91015	
-19.5	89292.3	
-19.4	91771.9	
-19.3	89531.8	
-19.2	89823.3	
-19.1	89427.8	
-19	92876.1	
-18.9	90011.3	
-18.8	89089.8	
-18.7	89089.8	
-18.6	90440.1	
-18.5	91324.3	
-18.4	91849.5	
-18.3	90136.7	
-18.2	91032.3	
-18.1	88214.8	
-18	90531.8	
-17.9	90531.8	
-17.8	89154.9	
-17.7	90575	
-17.6	89148	
-17.5	91698.7	
-17.4	90080.8	
-17.3	90396	
-17.2	90922.5	
-17.1	88991.6	
-17	90286.5	
-16.9	88710.2	
-16.8	88710.2	
-16.7	89634.4	
-16.6	90177.3	
-16.5	90139.9	
-16.4	89278.5	
-16.3	89502	
-16.2	91344.8	
-16.1	89729	
-16	90411.5	
-15.9	88593.3	
-15.8	90177.5	
-15.7	90177.5	
-15.6	88264.1	
-15.5	91413.1	
-15.4	90336.3	
-15.3	90678.8	
-15.2	90475.1	
-15.1	90091.5	
-15	90668.5	
-14.9	87928	
-14.8	91826.5	
-14.7	86008.5	
-14.6	89585.8	
-14.5	91310.1	
-14.4	91310.1	
-14.3	88117.7	
-14.2	89396.6	
-14.1	87758.9	
-14	89877.7	
-13.9	90925.9	
-13.8	89936.1	
-13.7	90588.3	
-13.6	89713.5	
-13.5	89837.1	
-13.4	89790.5	
-13.3	89790.5	
-13.2	89635.2	
-13.1	88882	
-13	89678.3	
-12.9	90342.1	
-12.8	90764.9	
-12.7	90350.4	
-12.6	90012	
-12.5	89412.3	
-12.4	89412.3	
-12.3	89211.3	
-12.2	90575.4	
-12.1	89566.3	
-12	90752.9	
-11.9	89387.6	
-11.8	89174.6	
-11.7	91915.9	
-11.6	89906.7	
-11.5	89906.7	
-11.4	90155.8	
-11.3	89845	
-11.2	89936.5	
-11.1	90738.4	
-11	91086.7	
-10.9	91169.7	
-10.8	89760.3	
-10.7	91053.2	
-10.6	90389.9	
-10.5	91154	
-10.4	90382.7	
-10.3	90382.7	
-10.2	89880	
-10.1	91914.7	
-10	90599.3	
-9.9	90309.6	
-9.8	91098.8	
-9.7	89950	
-9.6	91297.4	
-9.5	91297.4	
-9.4	88538.2	
-9.3	89354.1	
-9.2	90051.9	
-9.1	93206.2	
-9	86943.2	
-8.9	89264.6	
-8.8	90038.4	
-8.7	90038.4	
-8.6	90890.2	
-8.5	90412.4	
-8.4	90262	
-8.3	88652.6	
-8.2	90493	
-8.1	90009.9	
-8	90352.3	
-7.9	90352.3	
-7.8	89555.4	
-7.7	90398.4	
-7.6	90081.8	
-7.5	89458.6	
-7.4	89945	
-7.3	88942.2	
-7.2	88564.3	
-7.1	88564.3	
-7	90515.9	
-6.9	91261.9	
-6.8	88875.4	
-6.7	89465.3	
-6.6	91210.3	
-6.5	90637.8	
-6.4	90637.8	
-6.3	89009.3	
-6.2	92415.2	
-6.1	85957.8	
-6	89331	
-5.9	86232.8	
-5.8	90087.1	
-5.7	89023.3	
-5.6	89145.6	
-5.5	89145.6	
-5.4	88837.9	
-5.3	90564.9	
-5.2	88493.1	
-5.1	89273.4	
-5	88501.8	
-4.9	90365.8	
-4.8	89367	
-4.7	89805	
-4.6	90562	
-4.5	90562	
-4.4	89691.8	
-4.3	89103.6	
-4.2	89162.7	
-4.1	89557.9	
-4	89779.9	
-3.9	90321.5	
-3.8	90055.9	
-3.7	89893.6	
-3.6	94114.5	
-3.5	94114.5	
-3.4	86402.5	
-3.3	90871	
-3.2	91440.3	
-3.1	89724.3	
-3	91373.8	
-2.9	89544.8	
-2.8	88967.6	
-2.7	90115.2	
-2.6	87769.3	
-2.5	88065.1	
-2.4	90567.2	
-2.3	88451.8	
-2.2	88451.8	
-2.1	88980.5	
-2	88907.2	
-1.9	88478	
-1.8	87832	
-1.7	88364.9	
-1.6	86983.3	
-1.5	87017.4	
-1.4	86237.3	
-1.3	86237.3	
-1.2	86898	
-1.1	86984.6	
-1	86685.9	
-0.9	87432.6	
-0.8	86535.1	
-0.7	87174.6	
-0.6	87174.6	
-0.5	93450.9	
-0.4	82713.9	
-0.3	88451.4	
-0.2	86457.3	
-0.1	89465.9	
0	87028.7	
0.1	86153.3	
0.2	87707.2	
0.3	87707.2	
0.4	86407	
0.5	87900.3	
0.6	87839.6	
0.7	87452.6	
0.8	88305	
0.9	88390.4	
1	87968.1	
1.1	88444.8	
1.2	87333.6	
1.3	87333.6	
1.4	87930.3	
1.5	86230.3	
1.6	86997.4	
1.7	86913.3	
1.8	86583.1	
1.9	93215	
2	82531.3	
2.1	87286	
2.2	87637.7	
2.3	87637.7	
2.4	89275.7	
2.5	83716.4	
2.6	86263.3	
2.7	87221.5	
2.8	89024.7	
2.9	87626.3	
3	87626.3	
3.1	89000.8	
3.2	87512.7	
3.3	90180.9	
3.4	89518.3	
3.5	88716.4	
3.6	90665.7	
3.7	90494.7	
3.8	87558.9	
3.9	89805.2	
4	89805.2	
4.1	87294.7	
4.2	89513.4	
4.3	97231.9	
4.4	85317.1	
4.5	90635.2	
4.6	89694.2	
