V - Plot 0	PC - Plot 0	
-7.2	-0.254463	
-7.1	-0.268663	
-7	-0.294711	
-6.9	-0.310827	
-6.8	-0.314334	
-6.7	-0.303384	
-6.6	-0.29091	
-6.5	-0.276168	
-6.4	-0.276168	
-6.3	-0.2634	
-6.2	-0.279677	
-6.1	-0.29236	
-6	-0.328011	
-5.9	-0.341463	
-5.8	-0.313089	
-5.7	-0.283443	
-5.6	-0.263112	
-5.5	-0.260509	
-5.4	-0.212367	
-5.3	-0.182859	
-5.2	-0.182859	
-5.1	-0.190109	
-5	-0.197711	
-4.9	-0.214372	
-4.8	-0.189202	
-4.7	-0.157019	
-4.6	-0.169046	
-4.5	-0.157826	
-4.4	-0.157826	
-4.3	-0.126071	
-4.2	-0.141579	
-4.1	-0.141236	
-4	-0.155426	
-3.9	-0.155278	
-3.8	-0.142617	
-3.7	-0.139171	
-3.6	-0.164711	
-3.5	-0.192248	
-3.4	-0.150276	
-3.3	-0.150276	
-3.2	-0.10219	
-3.1	-0.0962125	
-3	-0.112496	
-2.9	-0.121558	
-2.8	-0.109977	
-2.7	-0.089569	
-2.6	-0.0711587	
-2.5	-0.0435078	
-2.4	-0.0258558	
-2.3	-0.0258558	
-2.2	-0.0247249	
-2.1	0.00105089	
-2	-0.014843	
-1.9	-0.028055	
-1.8	-0.00196466	
-1.7	0.0170345	
-1.6	0.0359677	
-1.5	0.016743	
-1.4	0.016743	
-1.3	0.0941444	
-1.2	0.0971388	
-1.1	0.020376	
-1	0.00084695	
-0.9	0.000885629	
-0.8	0.0291502	
-0.7	0.0082551	
-0.6	-0.0236533	
-0.5	-0.0539794	
-0.4	-0.0573598	
-0.3	-0.0573598	
-0.2	-0.0500937	
-0.1	-0.0363461	
0	0.00472227	
0.1	0.0653857	
0.2	0.129903	
0.3	0.174723	
0.4	0.174723	
0.5	0.288652	
0.6	0.288652	
0.7	0.333697	
0.8	0.38314	
0.9	0.438652	
1	0.48501	
1.1	0.502192	
1.2	0.528798	
1.3	0.536731	
1.4	0.554119	
1.5	0.564189	
1.6	0.564189	
1.7	0.571704	
1.8	0.60829	
1.9	0.640089	
2	0.644385	
2.1	0.576398	
2.2	0.562291	
2.3	0.564524	
2.4	0.570595	
2.5	0.574831	
2.6	0.594634	
2.7	0.617321	
2.8	0.617321	
2.9	0.645446	
3	0.646982	
3.1	0.648515	
3.2	0.716096	
3.3	0.778789	
3.4	0.813105	
3.5	0.816757	
3.6	0.816757	
3.7	0.817137	
3.8	0.839134	
3.9	0.851607	
4	0.829107	
4.1	0.748639	
4.2	0.713704	
4.3	0.73413	
4.4	0.739055	
4.5	0.767021	
4.6	0.807491	
4.7	0.840924	
4.8	0.852247	
4.9	0.852247	
5	0.876712	
5.1	0.899794	
5.2	0.916647	
5.3	0.962333	
5.4	0.980302	
5.5	0.961534	
5.6	0.910305	
5.7	0.883415	
5.8	0.88103	
5.9	0.88103	
6	0.895461	
6.1	0.880061	
6.2	0.863721	
6.3	0.903728	
6.4	0.922831	
6.5	0.934749	
6.6	0.98461	
6.7	1.02666	
6.8	1.01625	
6.9	1.01625	
7	0.970782	
7.1	0.909898	
7.2	0.894674	
7.3	0.898304	
7.4	0.898912	
7.5	0.922009	
7.6	0.922009	
7.7	0.936005	
7.8	0.894251	
7.9	0.862043	
8	0.862476	
8.1	0.858442	
8.2	0.803557	
8.3	0.818072	
8.4	0.841069	
8.5	0.858791	
8.6	0.89263	
8.7	0.897579	
8.8	0.910688	
8.9	0.914401	
9	0.914401	
9.1	0.882348	
9.2	0.846298	
9.3	0.854021	
9.4	0.84804	
9.5	0.835686	
9.6	0.831749	
9.7	0.820766	
9.8	0.81612	
9.9	0.812676	
10	0.835253	
10.1	0.847857	
10.2	0.853573	
10.3	0.853573	
10.4	0.853931	
10.5	0.837727	
10.6	0.827075	
10.7	0.810429	
10.8	0.824031	
10.9	0.822192	
11	0.826509	
11.1	0.826509	
11.2	0.821091	
11.3	0.78773	
11.4	0.785236	
11.5	0.821627	
11.6	0.871092	
11.7	0.887825	
11.8	0.895765	
11.9	0.895765	
12	0.895257	
12.1	0.892487	
12.2	0.846522	
12.3	0.809092	
12.4	0.81477	
12.5	0.830589	
12.6	0.840353	
12.7	0.849323	
12.8	0.879661	
12.9	0.879661	
13	0.88975	
13.1	0.888393	
13.2	0.870331	
13.3	0.846483	
13.4	0.846143	
13.5	0.846143	
13.6	0.82654	
13.7	0.801367	
13.8	0.818639	
13.9	0.870068	
14	0.939189	
14.1	0.976651	
14.2	0.969493	
14.3	0.9579	
14.4	0.965341	
14.5	0.96759	
14.6	0.957945	
14.7	0.942524	
14.8	0.942524	
14.9	0.928145	
15	0.897484	
15.1	0.881287	
15.2	0.90745	
15.3	0.969206	
15.4	1.02002	
15.5	1.10034	
15.6	1.10034	
15.7	1.12742	
15.8	1.13316	
15.9	1.14469	
16	1.16817	
16.1	1.15443	
16.2	1.12259	
16.3	1.11805	
16.4	1.14284	
16.5	1.14284	
16.6	1.18638	
16.7	1.23037	
16.8	1.27944	
16.9	1.27895	
17	1.28658	
17.1	1.28895	
17.2	1.33073	
17.3	1.34924	
17.4	1.37136	
17.5	1.40939	
17.6	1.44076	
17.7	1.44076	
17.8	1.45176	
17.9	1.44331	
18	1.48141	
18.1	1.55758	
18.2	1.6389	
18.3	1.68977	
18.4	1.73816	
18.5	1.77956	
18.6	1.82547	
18.7	1.82547	
18.8	1.86856	
18.9	1.89947	
19	1.96424	
19.1	2.04356	
19.2	2.10122	
19.3	2.14205	
19.4	2.20829	
19.5	2.20829	
19.6	2.25818	
19.7	2.30111	
19.8	2.38038	
19.9	2.49839	
20	2.63971	
